City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Pevek,69.7008,170.3133,47.61,61,0,15.61,RU,2022-08-21 19:16:08
294,Belaya Gora,68.5333,146.4167,58.78,69,100,7.36,RU,2022-08-21 19:16:08
295,Igrim,63.1906,64.4162,64.54,71,12,5.1,RU,2022-08-21 19:16:08
296,Kieta,-6.2167,155.6333,77.07,86,16,1.21,PG,2022-08-21 19:16:09
297,Kalmunai,7.4167,81.8167,81.41,72,100,4.09,LK,2022-08-21 19:16:09
298,Namibe,-15.1961,12.1522,65.12,94,17,4.23,AO,2022-08-21 19:16:10
299,Paamiut,61.994,-49.6678,41.45,90,68,15.95,GL,2022-08-21 19:16:10
300,Touros,-5.1989,-35.4608,79.86,65,100,18.45,BR,2022-08-21 19:16:10
301,Bethel,41.3712,-73.414,86.36,59,40,9.22,US,2022-08-21 19:16:11
302,Ferrol,43.4832,-8.2369,67.26,95,37,4.32,ES,2022-08-21 19:16:11
303,Mazara Del Vallo,37.6641,12.588,82.35,67,17,11.41,IT,2022-08-21 19:16:12
304,Bairiki,1.3292,172.9752,80.6,89,75,0.0,KI,2022-08-21 19:16:12
305,Ewo,-0.8725,14.8206,77.45,73,13,6.67,CG,2022-08-21 19:16:12
306,Richards Bay,-28.783,32.0377,59.09,77,0,6.87,ZA,2022-08-21 19:16:13
307,Ilulissat,69.2167,-51.1,39.22,87,75,4.61,GL,2022-08-21 19:16:13
308,Vostochnyy,55.8167,37.8667,70.07,35,95,8.43,RU,2022-08-21 19:16:14
309,Yumen,40.2833,97.2,66.07,23,100,21.34,CN,2022-08-21 19:16:14
310,Khaniotis,39.9991,23.58,78.55,73,93,5.82,GR,2022-08-21 19:16:14
311,Samfya,-11.3649,29.5565,75.92,35,75,8.63,ZM,2022-08-21 19:16:15
312,Cape Coast,5.1053,-1.2466,74.82,84,8,9.62,GH,2022-08-21 19:16:15
313,Tasiilaq,65.6145,-37.6368,44.76,92,100,2.15,GL,2022-08-21 19:16:16
314,Puerto Penasco,31.3167,-113.5333,85.91,75,8,11.01,MX,2022-08-21 19:16:16
315,Gort,53.0664,-8.8167,65.95,66,100,1.97,IE,2022-08-21 19:16:16
316,Mizdah,31.4451,12.9801,79.5,45,0,14.7,LY,2022-08-21 19:17:17
317,Svetlaya,46.5389,138.3297,60.13,74,74,7.47,RU,2022-08-21 19:17:17
318,Salta,-24.7859,-65.4117,70.57,20,0,5.75,AR,2022-08-21 19:17:18
319,Porto Velho,-8.7619,-63.9039,87.85,33,0,4.61,BR,2022-08-21 19:16:43
320,Azul,-36.777,-59.8585,58.33,54,10,8.37,AR,2022-08-21 19:17:18
321,Hambantota,6.1241,81.1185,78.66,83,100,17.76,LK,2022-08-21 19:17:19
322,Olivet,47.8622,1.8991,72.1,58,0,13.8,FR,2022-08-21 19:17:19
323,Cartagena,10.3997,-75.5144,83.82,65,75,5.75,CO,2022-08-21 19:17:20
324,Marawi,7.9986,124.2928,68.4,92,69,4.41,PH,2022-08-21 19:17:20
325,Makakilo City,21.3469,-158.0858,80.92,58,0,13.8,US,2022-08-21 19:17:20
326,Tarko-Sale,64.9225,77.785,50.09,60,100,5.19,RU,2022-08-21 19:17:21
327,Iqaluit,63.7506,-68.5145,43.7,81,100,10.0,CA,2022-08-21 19:17:21
328,Avdon,54.6667,55.7167,65.52,77,0,2.24,RU,2022-08-21 19:17:22
329,Shancheng,34.7953,116.0817,80.24,92,100,7.54,CN,2022-08-21 19:17:22
330,Langsa,4.4683,97.9683,74.5,97,100,3.22,ID,2022-08-21 19:17:22
331,Koszeg,47.3892,16.541,66.33,75,100,5.01,HU,2022-08-21 19:17:23
332,Lafia,8.4833,8.5167,77.56,81,100,4.43,NG,2022-08-21 19:17:23
333,Mwene-Ditu,-7.0,23.45,79.36,39,47,3.27,CD,2022-08-21 19:17:24
334,Bakonyszentlaszlo,47.389,17.8032,61.61,94,100,13.58,HU,2022-08-21 19:17:24
335,Myhove,48.1575,25.379,64.67,84,67,2.44,UA,2022-08-21 19:17:24
336,Victor Harbor,-35.5667,138.6167,53.67,83,7,16.75,AU,2022-08-21 19:17:25
337,Verkhnyaya Toyma,62.2349,44.9985,58.91,71,39,3.85,RU,2022-08-21 19:17:26
338,Pacific Grove,36.6177,-121.9166,68.41,88,75,8.99,US,2022-08-21 19:14:24
339,Simao,22.7886,100.9748,65.44,98,82,1.83,CN,2022-08-21 19:17:26
340,Maun,-19.9833,23.4167,66.16,16,0,9.22,BW,2022-08-21 19:17:26
341,Fevik,58.3794,8.6766,59.09,68,0,14.05,NO,2022-08-21 19:17:27
342,Manzanillo,20.3433,-77.1167,94.28,45,54,6.08,CU,2022-08-21 19:17:27
343,Lufilufi,-13.8745,-171.5986,77.11,69,47,4.27,WS,2022-08-21 19:17:28
344,Tumut,-35.3,148.2167,39.92,87,100,2.73,AU,2022-08-21 19:17:28
345,Arlit,18.7369,7.3853,98.62,22,0,7.4,NE,2022-08-21 19:17:28
346,Te Anau,-45.4167,167.7167,40.17,98,100,1.16,NZ,2022-08-21 19:17:29
347,Kitimat,54.0524,-128.6534,77.92,55,0,1.25,CA,2022-08-21 19:17:29
348,Juba,4.8517,31.5825,74.48,75,98,2.46,SS,2022-08-21 19:17:30
349,Mayumba,-3.432,10.6554,71.96,90,100,6.69,GA,2022-08-21 19:17:30
350,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,100,100,2.24,RU,2022-08-21 19:14:39
351,Mount Isa,-20.7333,139.5,46.17,49,0,0.0,AU,2022-08-21 19:17:30
352,Lida,53.8833,25.2997,65.17,76,18,5.26,BY,2022-08-21 19:17:31
353,Natal,-5.795,-35.2094,84.42,65,20,21.85,BR,2022-08-21 19:17:32
354,Gat,31.61,34.7642,83.39,50,0,4.0,IL,2022-08-21 19:17:32
355,Khatanga,71.9667,102.5,46.51,66,100,7.09,RU,2022-08-21 19:17:32
356,Komsomolsk-Na-Amure,50.552,137.0152,49.71,97,18,4.47,RU,2022-08-21 19:13:01
357,Vieques,18.425,-65.8329,89.71,70,40,14.97,PR,2022-08-21 19:17:33
358,Ayni,39.3941,68.5377,67.51,35,0,2.71,TJ,2022-08-21 19:17:33
359,Montijo,38.7067,-8.9739,75.11,66,20,17.27,PT,2022-08-21 19:18:34
360,Turukhansk,65.8167,87.9833,39.18,81,17,7.43,RU,2022-08-21 19:18:34
361,Catuday,16.2923,119.8062,81.0,79,100,9.86,PH,2022-08-21 19:18:34
362,Khandyga,62.6667,135.6,50.2,92,100,4.99,RU,2022-08-21 19:18:35
363,Nadvoitsy,63.8667,34.3167,61.38,76,79,12.35,RU,2022-08-21 19:18:35
364,Hornepayne,49.2138,-84.7705,74.59,37,0,4.56,CA,2022-08-21 19:18:36
365,Victoria,22.2855,114.1577,85.32,84,94,4.0,HK,2022-08-21 19:15:23
366,Ilebo,-4.3167,20.5833,76.01,74,53,0.81,CD,2022-08-21 19:18:36
367,Dothan,31.2232,-85.3905,90.7,59,75,3.44,US,2022-08-21 19:17:59
368,Palmer,42.1584,-72.3287,87.4,44,100,5.99,US,2022-08-21 19:18:37
369,Ballina,-28.8667,153.5667,44.64,78,99,2.19,AU,2022-08-21 19:18:37
370,Cobija,-11.0267,-68.7692,84.38,34,2,6.91,BO,2022-08-21 19:18:37
371,Okhotsk,59.3833,143.3,55.09,91,100,14.94,RU,2022-08-21 19:18:39
372,Bontang,0.1333,117.5,76.68,91,94,5.73,ID,2022-08-21 19:18:08
373,Tooele,40.5308,-112.2983,85.05,41,0,5.75,US,2022-08-21 19:18:40
374,Acapulco,16.8634,-99.8901,85.82,70,100,4.61,MX,2022-08-21 19:18:40
375,Tahe,52.3333,124.7333,45.34,94,6,3.06,CN,2022-08-21 19:18:41
376,Nchelenge,-9.3451,28.734,77.81,45,93,4.18,ZM,2022-08-21 19:18:41
377,Kulhudhuffushi,6.6221,73.07,81.36,79,66,16.13,MV,2022-08-21 19:18:42
378,Sobolevo,54.4299,31.8996,58.26,77,97,7.34,RU,2022-08-21 19:18:42
379,Esna,25.2934,32.554,94.71,16,0,9.71,EG,2022-08-21 19:18:42
380,Kardla,58.9978,22.7492,69.06,83,100,12.64,EE,2022-08-21 19:18:43
381,Likasi,-10.9814,26.7333,70.93,32,29,4.07,CD,2022-08-21 19:18:43
382,Pavlohrad,48.5167,35.8667,70.83,53,14,10.63,UA,2022-08-21 19:18:44
383,Kazerun,29.6195,51.6541,88.99,24,58,3.09,IR,2022-08-21 19:18:44
384,Port Lincoln,-34.7333,135.8667,53.91,92,16,15.86,AU,2022-08-21 19:18:44
385,Bihar,47.15,21.9167,73.17,94,40,5.75,RO,2022-08-21 19:18:45
386,Bremerton,47.5673,-122.6326,81.86,69,40,5.75,US,2022-08-21 19:14:57
387,Harwich,51.9419,1.2844,71.98,64,100,4.0,GB,2022-08-21 19:18:45
388,Teguldet,57.3064,88.1667,47.91,99,100,3.69,RU,2022-08-21 19:18:46
389,Santana Do Livramento,-30.8908,-55.5328,61.3,53,1,5.61,BR,2022-08-21 19:18:46
390,Ola,59.5833,151.2833,57.15,90,61,10.78,RU,2022-08-21 19:18:46
391,Taksimo,56.3444,114.8794,49.15,91,100,0.47,RU,2022-08-21 19:18:47
392,Mattru,7.6244,-11.8332,74.53,95,100,4.36,SL,2022-08-21 19:18:47
393,College,64.8569,-147.8028,68.07,63,75,0.0,US,2022-08-21 19:14:27
394,Blyth,55.1271,-1.5086,62.78,64,0,6.91,GB,2022-08-21 19:18:48
395,Aksha,50.2814,113.2867,48.52,67,85,12.39,RU,2022-08-21 19:18:48
396,Egvekinot,66.3167,-179.1667,47.41,64,0,2.73,RU,2022-08-21 19:18:39
397,Verkhoyansk,67.5447,133.385,47.82,97,78,2.98,RU,2022-08-21 19:18:49
398,Batagay-Alyta,67.8006,130.4114,44.24,96,100,2.21,RU,2022-08-21 19:18:49
399,Atar,20.5169,-13.0499,95.68,34,100,6.2,MR,2022-08-21 19:18:49
400,Yatou,37.15,122.3833,71.15,81,28,7.96,CN,2022-08-21 19:18:50
401,Gamba,-2.65,10.0,73.02,88,100,6.96,GA,2022-08-21 19:18:50
402,Palana,59.1167,159.9667,51.15,92,100,8.21,RU,2022-08-21 19:18:51
403,Oriximina,-1.7656,-55.8661,92.64,41,66,5.17,BR,2022-08-21 19:18:51
404,Halifax,44.6453,-63.5724,85.89,56,0,10.36,CA,2022-08-21 19:16:10
405,Jakar,27.5492,90.7525,56.3,95,45,2.01,BT,2022-08-21 19:18:52
406,Katobu,-4.9408,122.5276,72.48,89,62,3.8,ID,2022-08-21 19:19:52
407,Kovur,14.4833,79.9833,86.56,60,99,4.92,IN,2022-08-21 19:19:52
408,Castres,43.5833,2.1667,79.02,50,0,11.5,FR,2022-08-21 19:19:53
409,Baturaja,-4.1333,104.1667,72.59,98,100,2.44,ID,2022-08-21 19:19:53
410,Hobyo,5.3505,48.5268,76.64,84,56,24.63,SO,2022-08-21 19:19:53
411,Healdsburg,38.6105,-122.8692,96.91,53,20,6.91,US,2022-08-21 19:17:48
412,Port Augusta,-32.5,137.7667,51.71,69,0,7.85,AU,2022-08-21 19:19:42
413,Krasnogvardeyets,52.6804,52.3635,72.43,51,35,6.98,RU,2022-08-21 19:19:54
414,Solwezi,-12.1688,26.3894,68.05,30,43,4.65,ZM,2022-08-21 19:19:55
415,Port Macquarie,-31.4333,152.9167,51.24,90,25,6.87,AU,2022-08-21 19:19:55
416,Storforshei,66.4043,14.5233,62.38,82,75,5.75,NO,2022-08-21 19:19:55
417,Svarstad,59.399,9.9698,63.37,47,0,1.99,NO,2022-08-21 19:19:58
418,Atambua,-9.1061,124.8925,66.38,80,31,6.87,ID,2022-08-21 19:19:59
419,Praia Da Vitoria,38.7333,-27.0667,77.25,78,20,2.66,PT,2022-08-21 19:19:59
420,Cayenne,4.9333,-52.3333,84.24,70,75,2.3,GF,2022-08-21 19:15:28
421,Rupnagar,30.9664,76.5331,79.3,82,55,2.75,IN,2022-08-21 19:20:00
422,Lukaya,-0.1489,31.8748,68.92,77,73,1.5,UG,2022-08-21 19:20:00
423,Nemuro,43.3236,145.575,63.41,94,46,4.72,JP,2022-08-21 19:20:01
424,Hammerfest,70.6634,23.6821,68.45,77,40,9.22,NO,2022-08-21 19:20:01
425,Redding,40.5865,-122.3917,98.62,21,0,5.99,US,2022-08-21 19:20:02
426,Sevierville,35.8681,-83.5618,84.49,72,20,6.91,US,2022-08-21 19:17:29
427,Valparaiso,-33.0393,-71.6273,64.0,88,100,4.61,CL,2022-08-21 19:20:02
428,Salinopolis,-0.6136,-47.3561,83.23,70,100,10.89,BR,2022-08-21 19:20:03
429,Sibu,2.3,111.8167,75.51,94,40,1.14,MY,2022-08-21 19:20:04
430,Havelock,34.8791,-76.9013,85.95,86,71,1.99,US,2022-08-21 19:20:04
431,Tambun,-6.2641,107.0712,81.48,86,100,2.93,ID,2022-08-21 19:20:05
432,Constitucion,-35.3333,-72.4167,61.18,62,0,7.36,CL,2022-08-21 19:20:06
433,Maragogi,-9.0122,-35.2225,75.07,82,98,12.19,BR,2022-08-21 19:20:06
434,Chunian,30.964,73.9803,87.94,56,87,4.79,PK,2022-08-21 19:20:06
435,Bilma,18.6853,12.9164,99.88,21,5,5.84,NE,2022-08-21 19:20:07
436,Morondava,-20.2833,44.2833,75.69,62,0,14.74,MG,2022-08-21 19:20:07
437,Mackenzie,55.2999,-123.1698,75.42,46,0,3.44,CA,2022-08-21 19:15:23
438,Vasarosnameny,48.1333,22.3167,70.81,77,100,4.12,HU,2022-08-21 19:20:08
439,Chemainus,48.9163,-123.7194,73.99,70,75,9.22,CA,2022-08-21 19:20:02
440,Sunnyside,46.3237,-120.0087,90.43,47,13,0.25,US,2022-08-21 19:20:08
441,Qarqin,37.4185,66.0436,78.35,13,99,9.95,AF,2022-08-21 19:20:09
442,Kailua,21.4022,-157.7394,82.38,70,20,13.8,US,2022-08-21 19:17:40
443,Ugoofaaru,5.6667,73.0,82.29,74,49,15.66,MV,2022-08-21 19:20:09
444,Miri,4.4148,114.0089,75.34,100,40,3.44,MY,2022-08-21 19:20:10
445,Itaituba,-4.2761,-55.9836,87.96,62,100,5.75,BR,2022-08-21 19:20:10
446,Mandalgovi,45.7625,106.2708,44.71,73,96,11.88,MN,2022-08-21 19:20:11
447,Fairbanks,64.8378,-147.7164,67.08,64,40,1.01,US,2022-08-21 19:17:39
448,Mukdahan,16.5833,104.5,74.46,98,100,3.89,TH,2022-08-21 19:20:11
449,Kousseri,12.0769,15.0306,75.87,86,75,8.32,CM,2022-08-21 19:20:12
450,Borzya,50.3833,116.5167,44.69,80,33,4.65,RU,2022-08-21 19:21:12
451,Aubenas,44.6201,4.3899,74.16,50,70,6.58,FR,2022-08-21 19:21:12
452,Pajapan,18.25,-94.7,82.56,65,0,8.37,MX,2022-08-21 19:21:13
453,Ustupo,9.1333,-77.9333,84.09,72,100,4.18,PA,2022-08-21 19:21:13
454,Viedma,-40.8135,-62.9967,57.31,45,1,10.63,AR,2022-08-21 19:21:14
455,Mecca,21.4267,39.8261,91.54,27,70,4.27,SA,2022-08-21 19:20:01
456,Ailigandi,9.2333,-78.0167,82.99,78,100,3.91,PA,2022-08-21 19:21:14
457,Taltal,-25.4,-70.4833,59.29,71,84,4.16,CL,2022-08-21 19:21:15
458,Shar,49.5886,81.0453,55.44,54,33,3.76,KZ,2022-08-21 19:21:15
459,Kalabo,-14.97,22.6814,66.13,19,5,7.02,ZM,2022-08-21 19:21:15
460,Dunda,-8.1167,34.25,70.63,50,34,8.7,TZ,2022-08-21 19:21:16
461,Contamana,-7.3333,-75.0167,90.37,22,21,4.61,PE,2022-08-21 19:21:16
462,Sinnar,13.5691,33.5672,80.1,69,100,7.83,SD,2022-08-21 19:21:16
463,Noumea,-22.2763,166.4572,72.0,99,99,13.06,NC,2022-08-21 19:21:17
464,Half Moon Bay,37.4636,-122.4286,85.87,68,100,16.11,US,2022-08-21 19:17:54
465,Takoradi,4.8845,-1.7554,76.24,80,35,9.08,GH,2022-08-21 19:21:17
466,Fuyang,32.9,115.8167,84.45,68,100,7.0,CN,2022-08-21 19:21:18
467,Grivenskaya,45.6473,38.176,79.61,42,6,13.38,RU,2022-08-21 19:21:18
468,Shadrinsk,56.0852,63.6335,57.74,61,60,1.63,RU,2022-08-21 19:21:18
469,Mitsamiouli,-11.3847,43.2844,75.69,77,1,4.05,KM,2022-08-21 19:21:19
470,Fengcheng,40.4536,124.0717,66.81,89,100,1.57,CN,2022-08-21 19:21:19
471,Santa Maria,-29.6842,-53.8069,64.89,59,0,4.07,BR,2022-08-21 19:19:02
472,Vigrestad,58.5667,5.7,59.59,76,14,12.75,NO,2022-08-21 19:21:20
473,Blagoyevo,63.3667,47.9167,59.43,68,73,3.98,RU,2022-08-21 19:21:20
474,Bachatskiy,54.2927,86.1285,52.12,96,100,6.38,RU,2022-08-21 19:21:20
475,Dasoguz,41.8363,59.9666,64.35,36,0,11.5,TM,2022-08-21 19:21:21
476,Krasnoselkup,65.7,82.4667,41.59,76,77,8.1,RU,2022-08-21 19:21:21
477,Escuinapa,22.85,-105.8,92.53,49,25,7.65,MX,2022-08-21 19:21:22
478,Kloulklubed,7.0419,134.2556,82.45,74,80,6.29,PW,2022-08-21 19:21:22
479,Povenets,62.8487,34.8262,61.34,83,100,8.39,RU,2022-08-21 19:21:23
480,Carutapera,-1.195,-46.02,87.33,53,100,10.31,BR,2022-08-21 19:21:23
481,Port Hedland,-20.3167,118.5667,57.25,58,0,9.22,AU,2022-08-21 19:19:42
482,Abancay,-13.6339,-72.8814,69.73,41,46,8.79,PE,2022-08-21 19:21:24
483,Severomorsk,69.0689,33.4162,61.2,61,9,11.99,RU,2022-08-21 19:21:24
484,Asfi,32.2994,-9.2372,77.29,65,0,21.23,MA,2022-08-21 19:21:24
485,Maumere,-8.6199,122.2111,75.07,76,16,7.18,ID,2022-08-21 19:21:25
486,Pipar,26.3856,73.5378,82.36,71,100,9.15,IN,2022-08-21 19:21:25
487,Bridlington,54.0831,-0.1919,67.89,68,100,8.05,GB,2022-08-21 19:21:26
488,Sao Jose De Ribamar,-2.5619,-44.0542,93.58,62,99,10.11,BR,2022-08-21 19:21:26
489,Ritchie,-29.038,24.6028,43.81,19,0,4.94,ZA,2022-08-21 19:21:26
490,Kribi,2.95,9.9167,76.86,89,100,7.07,CM,2022-08-21 19:21:27
491,Ryotsu,38.0833,138.4333,75.54,84,0,8.03,JP,2022-08-21 19:21:27
492,Akureyri,65.6835,-18.0878,46.33,66,40,8.05,IS,2022-08-21 19:21:19
493,Sabang,5.8933,95.3214,82.22,76,100,16.49,ID,2022-08-21 19:21:28
494,Choix,26.7092,-108.3219,88.61,59,57,5.73,MX,2022-08-21 19:21:28
495,Vila Franca Do Campo,37.7167,-25.4333,73.81,75,74,1.43,PT,2022-08-21 19:21:29
496,Gunjur,13.2019,-16.7339,82.47,74,75,9.33,GM,2022-08-21 19:21:29
497,Tafresh,34.692,50.013,70.81,18,98,8.41,IR,2022-08-21 19:20:09
498,Dombarovskiy,50.7587,59.5386,61.39,38,0,10.2,RU,2022-08-21 19:22:30
499,Boden,65.8252,21.6886,59.0,99,100,5.93,SE,2022-08-21 19:22:30
500,Lagos,6.5833,3.75,80.92,85,95,4.72,NG,2022-08-21 19:19:42
501,Bathsheba,13.2167,-59.5167,86.61,70,40,8.05,BB,2022-08-21 19:22:31
502,Bhawanipatna,19.9,83.1667,74.8,91,96,5.19,IN,2022-08-21 19:22:31
503,Muborak,39.2553,65.1528,70.92,15,0,15.5,UZ,2022-08-21 19:22:31
504,Byron Bay,-28.65,153.6167,44.56,70,100,2.33,AU,2022-08-21 19:22:32
505,Sao Miguel Do Araguaia,-13.275,-50.1628,92.21,17,3,7.27,BR,2022-08-21 19:22:32
506,Denpasar,-8.65,115.2167,78.46,88,20,10.36,ID,2022-08-21 19:22:32
507,Faro,37.0194,-7.9322,93.18,24,0,13.8,PT,2022-08-21 19:22:33
508,Skelleftea,64.7507,20.9528,61.0,100,75,6.91,SE,2022-08-21 19:22:33
509,Chandbali,20.7833,86.7667,82.13,82,12,8.01,IN,2022-08-21 19:22:34
510,Norsup,-16.0667,167.3833,75.6,76,57,9.44,VU,2022-08-21 19:22:34
511,Khani,41.9563,42.9566,65.77,42,89,5.99,GE,2022-08-21 19:22:34
512,Padang,-0.9492,100.3543,77.92,72,100,2.95,ID,2022-08-21 19:22:35
513,Khudumelapye,-23.8833,24.75,54.9,33,0,8.1,BW,2022-08-21 19:22:35
514,Camocim,-2.9022,-40.8411,85.5,53,69,13.91,BR,2022-08-21 19:22:36
515,Nanchang,28.6833,115.8833,84.99,57,100,7.92,CN,2022-08-21 19:22:36
516,Yunyang,33.4474,112.7142,82.27,68,58,7.23,CN,2022-08-21 19:22:36
517,Porto Novo,6.4965,2.6036,76.82,82,99,6.51,BJ,2022-08-21 19:22:37
518,Sao Joao Da Barra,-21.6403,-41.0511,71.69,58,93,14.18,BR,2022-08-21 19:22:37
519,Champasak,14.75,106.0,72.59,100,100,2.71,LA,2022-08-21 19:22:38
520,Strai,58.2,7.9,57.79,67,0,8.05,NO,2022-08-21 19:22:38
521,Madisonville,37.3281,-87.4989,82.22,75,30,1.01,US,2022-08-21 19:19:49
522,San Quintin,30.4833,-115.95,72.63,73,60,8.59,MX,2022-08-21 19:22:39
523,Imbituba,-28.24,-48.6703,69.85,82,0,25.99,BR,2022-08-21 19:22:39
524,Bam,29.106,58.357,84.27,9,0,10.42,IR,2022-08-21 19:19:40
525,Sorland,67.667,12.6934,53.46,96,100,3.2,NO,2022-08-21 19:22:39
526,Aswan,24.0934,32.907,94.68,17,0,11.99,EG,2022-08-21 19:22:40
527,Ngaoundere,7.3167,13.5833,64.45,97,100,4.0,CM,2022-08-21 19:22:40
528,Gizo,-8.103,156.8419,80.76,76,96,8.59,SB,2022-08-21 19:22:41
529,Pekan,3.4836,103.3996,75.31,89,100,5.91,MY,2022-08-21 19:22:41
530,Rolla,37.9514,-91.7713,83.21,56,40,9.22,US,2022-08-21 19:22:41
531,Eydhafushi,5.1033,73.0708,81.9,76,30,15.52,MV,2022-08-21 19:21:18
532,Tromso,69.6496,18.957,60.82,88,0,5.75,NO,2022-08-21 19:22:42
533,Mount Gambier,-37.8333,140.7667,49.91,100,100,14.97,AU,2022-08-21 19:22:42
534,Ler,8.3018,30.1418,76.03,75,77,3.87,SS,2022-08-21 19:22:43
